0	0	0	0
1	0.0333	0	0
2	0.0667	0	0
3	0.1000	0	0
4	0.1333	0	0
5	0.1667	0	0
6	0.2000	0	0
7	0.2333	0	0
8	0.2667	0	0
9	0.3000	0	0
10	0.3333	0	0
11	0.3667	0	0
12	0.4000	0	0
13	0.4333	0	0
14	0.4667	0	0
15	0.5000	0	0
16	0.5333	0	0
17	0.5667	0	0
18	0.6000	0	0
19	0.6333	0	0
20	0.6667	0	0
21	0.7000	0	0
22	0.7333	0	0
23	0.7667	0	0
24	0.8000	0	0
25	0.8333	0	0
26	0.8667	0	0
27	0.9000	0	0
28	0.9333	0	0
29	0.9667	0	0
30	1.0000	0	0
0	0	0	0
1	0	0.0333	0
2	0	0.0667	0
3	0	0.1000	0
4	0	0.1333	0
5	0	0.1667	0
6	0	0.2000	0
7	0	0.2333	0
8	0	0.2667	0
9	0	0.3000	0
10	0	0.3333	0
11	0	0.3667	0
12	0	0.4000	0
13	0	0.4333	0
14	0	0.4667	0
15	0	0.5000	0
16	0	0.5333	0
17	0	0.5667	0
18	0	0.6000	0
19	0	0.6333	0
20	0	0.6667	0
21	0	0.7000	0
22	0	0.7333	0
23	0	0.7667	0
24	0	0.8000	0
25	0	0.8333	0
26	0	0.8667	0
27	0	0.9000	0
28	0	0.9333	0
29	0	0.9667	0
30	0	1.0000	0
0	0	0	0
1	0	0	0.0333
2	0	0	0.0667
3	0	0	0.1000
4	0	0	0.1333
5	0	0	0.1667
6	0	0	0.2000
7	0	0	0.2333
8	0	0	0.2667
9	0	0	0.3000
10	0	0	0.3333
11	0	0	0.3667
12	0	0	0.4000
13	0	0	0.4333
14	0	0	0.4667
15	0	0	0.5000
16	0	0	0.5333
17	0	0	0.5667
18	0	0	0.6000
19	0	0	0.6333
20	0	0	0.6667
21	0	0	0.7000
22	0	0	0.7333
23	0	0	0.7667
24	0	0	0.8000
25	0	0	0.8333
26	0	0	0.8667
27	0	0	0.9000
28	0	0	0.9333
29	0	0	0.9667
30	0	0	1.0000
